Order_ID,Order_Date,Customer_ID,Customer_City,Region,Warehouse_ID,Product_ID,Product_Category,Quantity,Unit_Price,Order_Value,Inventory_Before,Inventory_After,Processing_Time_Hours,Packing_Time_Hours,Shipping_Method,Shipping_Cost,Distance_KM,Expected_Delivery_Days,Actual_Delivery_Days,Delivery_Status,Priority,Return_Status,Warehouse_Capacity,Month,Delivery_Gap_Days,Fulfillment_Hours,Low_Stock_Flag
ORD15264,2026-05-09,CUST1731,Ranchi,East,WH-South,P1969,Books,1,457.21,457.21,83,82,5.13,2.5,Standard,191.46,483.6,4,6,Delayed,Standard,No,76.5,2026-05-01,2,7.63,No
ORD15265,2026-03-14,CUST3178,Patna,East,WH-West,P1406,Beauty,2,2038.28,4076.56,170,168,6.23,2.18,Same Day,294.27,379.7,1,4,Delayed,Standard,No,58.3,2026-03-01,3,8.41,No
ORD15266,2026-02-28,CUST2512,Bhubaneswar,East,WH-East,P1883,Accessories,1,1709.0,1709.0,128,127,7.6,2.08,Economy,106.69,174.8,6,8,Delayed,Standard,No,86.7,2026-02-01,2,9.68,No
ORD15267,2026-03-22,CUST2033,Bhubaneswar,East,WH-NCR,P1687,Home & Kitchen,1,1650.65,1650.65,72,71,8.24,3.4,Standard,171.61,331.3,4,5,Delayed,Standard,No,87.6,2026-03-01,1,11.64,No
ORD15268,2026-07-14,CUST1026,Hyderabad,South,WH-East,P1271,Accessories,1,623.06,623.06,173,172,6.59,2.55,Standard,146.83,468.2,4,5,Delayed,Standard,No,68.2,2026-07-01,1,9.14,No
ORD15269,2026-03-30,CUST5811,Lucknow,North,WH-West,P2118,Sports,1,1104.37,1104.37,94,93,11.46,1.06,Standard,231.43,504.9,4,8,Delayed,Standard,No,70.0,2026-03-01,4,12.520000000000001,No
ORD15270,2026-04-24,CUST5803,Mumbai,West,WH-East,P1139,Home & Kitchen,1,1950.45,1950.45,230,229,10.67,3.57,Express,266.57,379.2,2,1,On Time,Standard,No,73.9,2026-04-01,-1,14.24,No
ORD15271,2026-06-11,CUST5016,Chandigarh,North,WH-North,P1730,Beauty,2,600.59,1201.18,106,104,7.09,2.56,Standard,159.62,230.4,4,4,On Time,Standard,No,85.0,2026-06-01,0,9.65,No
ORD15272,2026-07-03,CUST5816,Kolkata,East,WH-West,P1363,Toys,3,1342.55,4027.65,140,137,6.3,2.32,Economy,172.83,335.6,6,8,Delayed,High,No,65.3,2026-07-01,2,8.62,No
ORD15273,2026-07-08,CUST5013,Jaipur,North,WH-NCR,P1546,Grocery,5,886.5,4432.5,276,271,13.68,1.92,Same Day,424.13,263.3,1,3,Delayed,Urgent,No,86.5,2026-07-01,2,15.6,No
ORD15274,2026-04-09,CUST5619,Chandigarh,North,WH-North,P1150,Furniture,2,7855.08,15710.16,60,58,4.75,2.78,Standard,132.69,156.8,4,4,On Time,Urgent,No,100.0,2026-04-01,0,7.529999999999999,No
ORD15275,2026-02-24,CUST2363,Chandigarh,North,WH-North,P1680,Fashion,1,1383.96,1383.96,77,76,13.11,0.7,Standard,146.4,286.1,4,6,Delayed,Standard,No,86.6,2026-02-01,2,13.809999999999999,No
ORD15276,2026-06-13,CUST5748,Ranchi,East,WH-NCR,P2601,Electronics,2,2733.6,5467.2,286,284,4.5,2.11,Standard,262.96,501.5,4,6,Delayed,Urgent,No,89.9,2026-06-01,2,6.609999999999999,No
ORD15277,2026-02-15,CUST5258,Mumbai,West,WH-NCR,P1294,Home & Kitchen,1,2366.83,2366.83,91,90,9.1,1.56,Same Day,246.37,466.9,1,1,On Time,Standard,No,92.5,2026-02-01,0,10.66,No
ORD15278,2026-06-24,CUST5689,Kanpur,North,WH-East,P1577,Beauty,1,2089.73,2089.73,131,130,7.45,2.92,Same Day,368.45,516.8,1,4,Delayed,Standard,No,64.2,2026-06-01,3,10.370000000000001,No
ORD15279,2026-03-17,CUST2007,Mumbai,West,WH-North,P1339,Electronics,1,7352.92,7352.92,135,134,8.25,0.37,Standard,229.47,500.3,4,7,Delayed,High,No,91.1,2026-03-01,3,8.62,No
ORD15280,2026-07-26,CUST3836,Hyderabad,South,WH-NCR,P1151,Beauty,1,1057.29,1057.29,151,150,11.49,1.9,Same Day,278.71,405.4,1,4,Delayed,Standard,No,98.0,2026-07-01,3,13.39,No
ORD15281,2026-02-05,CUST2624,Chennai,South,WH-North,P1165,Fashion,1,632.67,632.67,227,226,6.99,2.96,Standard,221.46,607.4,4,4,On Time,Standard,No,94.1,2026-02-01,0,9.95,No
ORD15282,2026-02-08,CUST2052,Jaipur,North,WH-West,P2707,Home & Kitchen,1,4207.74,4207.74,200,199,3.39,2.46,Express,281.82,500.5,2,2,On Time,Standard,No,65.1,2026-02-01,0,5.85,No
ORD15283,2026-06-13,CUST2193,Chandigarh,North,WH-Central,P2267,Toys,1,428.39,428.39,53,52,14.6,1.96,Economy,216.15,535.8,6,9,Delayed,Urgent,No,88.9,2026-06-01,3,16.56,No
ORD15284,2026-06-28,CUST3796,Ranchi,East,WH-Central,P1812,Beauty,1,1102.52,1102.52,215,214,0.5,3.06,Express,236.32,434.2,2,3,Delayed,Standard,No,90.4,2026-06-01,1,3.56,No
ORD15285,2026-08-09,CUST2950,Hyderabad,South,WH-Central,P1229,Accessories,1,1377.24,1377.24,65,64,10.34,2.07,Standard,212.06,457.7,4,7,Delayed,Standard,No,86.9,2026-08-01,3,12.41,No
ORD15286,2026-02-08,CUST2926,Hyderabad,South,WH-West,P2546,Electronics,2,2382.38,4764.76,130,128,8.56,3.02,Standard,216.64,353.4,4,7,Delayed,Standard,No,65.9,2026-02-01,3,11.58,No
ORD15287,2026-08-02,CUST5747,Ranchi,East,WH-West,P1854,Books,1,345.22,345.22,215,214,10.0,1.88,Same Day,399.94,531.1,1,4,Delayed,Standard,No,68.8,2026-08-01,3,11.879999999999999,No
ORD15288,2026-02-27,CUST4203,Jaipur,North,WH-NCR,P1626,Sports,3,2554.85,7664.55,167,164,1.93,2.97,Economy,115.18,187.2,6,7,Delayed,Urgent,No,99.2,2026-02-01,1,4.9,No
ORD15289,2026-08-11,CUST2675,Delhi,North,WH-Central,P1922,Grocery,5,467.37,2336.85,148,143,5.69,2.24,Standard,230.58,397.7,4,6,Delayed,Standard,No,100.0,2026-08-01,2,7.930000000000001,No
ORD15290,2026-07-15,CUST1491,Jaipur,North,WH-West,P1668,Books,2,700.46,1400.92,56,54,4.56,2.08,Same Day,336.02,352.3,1,4,Delayed,Standard,No,71.4,2026-07-01,3,6.64,No
ORD15291,2026-03-03,CUST4802,Pune,West,WH-Central,P2092,Sports,3,1474.34,4423.02,89,86,0.68,1.43,Economy,254.18,503.2,6,9,Delayed,Standard,No,82.5,2026-03-01,3,2.11,No
ORD15292,2026-04-17,CUST3331,Lucknow,North,WH-East,P2924,Grocery,4,820.94,3283.76,75,71,10.63,2.05,Same Day,381.62,277.3,1,1,On Time,Urgent,No,90.7,2026-04-01,0,12.68,No
ORD15293,2026-01-03,CUST1916,Kolkata,East,WH-NCR,P1870,Home & Kitchen,2,2606.45,5212.9,111,109,5.31,3.07,Standard,157.07,194.6,4,4,On Time,Standard,No,95.9,2026-01-01,0,8.379999999999999,No
ORD15294,2026-08-22,CUST4671,Ahmedabad,West,WH-West,P1716,Furniture,4,12300.97,49203.88,97,93,5.52,0.65,Standard,205.09,67.7,4,7,Delayed,Standard,No,81.4,2026-08-01,3,6.17,No
ORD15295,2026-07-14,CUST5654,Kanpur,North,WH-NCR,P1474,Books,2,938.77,1877.54,221,219,6.64,1.3,Express,76.46,20.0,2,3,Delayed,Standard,No,96.4,2026-07-01,1,7.9399999999999995,No
ORD15296,2026-07-12,CUST4665,Patna,East,WH-North,P2589,Beauty,1,670.42,670.42,133,132,1.14,2.22,Economy,164.29,376.9,6,6,On Time,Standard,No,58.9,2026-07-01,0,3.3600000000000003,No
ORD15297,2026-02-06,CUST3135,Ahmedabad,West,WH-East,P1681,Books,1,538.52,538.52,112,111,10.84,1.96,Express,221.04,348.2,2,2,On Time,Urgent,No,85.3,2026-02-01,0,12.8,No
ORD15298,2026-03-06,CUST1187,Pune,West,WH-South,P1248,Toys,2,458.56,917.12,53,51,8.56,3.0,Express,326.81,597.1,2,3,Delayed,Standard,No,63.7,2026-03-01,1,11.56,No
ORD15299,2026-03-19,CUST2219,Bengaluru,South,WH-Central,P2231,Accessories,1,738.0,738.0,123,122,6.61,1.58,Express,270.74,506.8,2,4,Delayed,Standard,No,84.5,2026-03-01,2,8.190000000000001,No
ORD15300,2026-03-16,CUST4926,Jaipur,North,WH-West,P1563,Electronics,2,1969.56,3939.12,91,89,7.08,1.8,Standard,273.13,524.7,4,4,On Time,High,No,70.0,2026-03-01,0,8.88,No
ORD15301,2026-04-12,CUST2936,Patna,East,WH-East,P2485,Books,5,566.68,2833.4,79,74,7.46,2.17,Express,371.58,439.0,2,4,Delayed,High,No,89.6,2026-04-01,2,9.629999999999999,No
ORD15302,2026-02-27,CUST5712,Kanpur,North,WH-West,P1852,Furniture,1,4220.06,4220.06,153,152,3.81,3.32,Express,256.35,488.7,2,4,Delayed,Standard,No,62.1,2026-02-01,2,7.13,No
ORD15303,2026-06-11,CUST3200,Hyderabad,South,WH-North,P2242,Grocery,2,729.99,1459.98,140,138,5.81,2.61,Standard,208.96,385.8,4,5,Delayed,Standard,No,82.3,2026-06-01,1,8.42,No
ORD15304,2026-01-20,CUST1866,Kanpur,North,WH-West,P1046,Furniture,3,12961.86,38885.58,159,156,7.03,1.76,Standard,271.02,636.1,4,8,Delayed,High,No,73.9,2026-01-01,4,8.790000000000001,No
ORD15305,2026-02-28,CUST4890,Mumbai,West,WH-NCR,P1963,Electronics,1,9488.59,9488.59,124,123,6.41,1.62,Standard,186.23,466.1,4,5,Delayed,Urgent,No,97.9,2026-02-01,1,8.030000000000001,No
ORD15306,2026-02-18,CUST2528,Pune,West,WH-South,P2037,Furniture,1,5933.3,5933.3,99,98,12.43,1.83,Same Day,299.17,384.5,1,5,Delayed,Standard,No,62.4,2026-02-01,4,14.26,No
ORD15307,2026-04-24,CUST2421,Bengaluru,South,WH-NCR,P2424,Furniture,1,7596.61,7596.61,216,215,1.7,2.59,Standard,253.17,686.1,4,6,Delayed,Urgent,No,100.0,2026-04-01,2,4.29,No
ORD15308,2026-01-24,CUST1728,Chennai,South,WH-Central,P1400,Grocery,2,460.52,921.04,129,127,7.65,0.98,Standard,209.6,512.0,4,6,Delayed,Standard,Yes,100.0,2026-01-01,2,8.63,No
ORD15309,2026-05-15,CUST1566,Delhi,North,WH-NCR,P1888,Fashion,1,414.25,414.25,98,97,4.71,2.76,Same Day,215.51,20.0,1,2,Delayed,High,No,93.2,2026-05-01,1,7.47,No
ORD15310,2026-04-03,CUST5825,Patna,East,WH-West,P2017,Books,1,631.0,631.0,91,90,6.37,1.22,Same Day,395.08,495.7,1,3,Delayed,Standard,No,65.1,2026-04-01,2,7.59,No
ORD15311,2026-02-13,CUST3961,Bengaluru,South,WH-East,P2988,Sports,1,1298.43,1298.43,151,150,9.29,1.28,Express,207.12,293.7,2,5,Delayed,Standard,Yes,77.1,2026-02-01,3,10.569999999999999,No
ORD15312,2026-07-14,CUST3659,Bengaluru,South,WH-Central,P2436,Books,1,475.03,475.03,127,126,10.24,1.01,Standard,233.66,452.4,4,4,On Time,Standard,No,75.8,2026-07-01,0,11.25,No
ORD15313,2026-05-24,CUST5969,Bhubaneswar,East,WH-South,P1292,Toys,1,650.0,650.0,153,152,8.72,1.44,Same Day,392.04,537.6,1,3,Delayed,Standard,No,67.3,2026-05-01,2,10.16,No
ORD15314,2026-02-25,CUST2167,Ranchi,East,WH-North,P1865,Home & Kitchen,1,1311.34,1311.34,183,182,9.12,2.66,Express,278.24,478.6,2,3,Delayed,Standard,No,83.1,2026-02-01,1,11.78,No
ORD15315,2026-08-11,CUST2212,Ahmedabad,West,WH-North,P2851,Home & Kitchen,2,5439.69,10879.38,97,95,7.67,3.28,Standard,227.33,462.2,4,4,On Time,Urgent,No,96.3,2026-08-01,0,10.95,No
ORD15316,2026-06-14,CUST4862,Mumbai,West,WH-West,P2246,Furniture,1,2806.21,2806.21,120,119,6.83,1.87,Standard,171.37,426.7,4,8,Delayed,Standard,No,79.3,2026-06-01,4,8.7,No
ORD15317,2026-02-27,CUST4405,Pune,West,WH-North,P2186,Furniture,1,3789.12,3789.12,75,74,4.98,1.53,Standard,188.61,457.1,4,6,Delayed,Standard,No,87.9,2026-02-01,2,6.510000000000001,No
ORD15318,2026-08-17,CUST2444,Kolkata,East,WH-South,P1616,Furniture,1,4878.41,4878.41,198,197,7.77,2.57,Standard,149.04,333.8,4,5,Delayed,Urgent,No,71.4,2026-08-01,1,10.34,No
ORD15319,2026-06-26,CUST4235,Lucknow,North,WH-NCR,P1845,Grocery,1,686.62,686.62,87,86,7.14,2.33,Standard,113.97,20.0,4,5,Delayed,High,No,100.0,2026-06-01,1,9.469999999999999,No
ORD15320,2026-03-15,CUST2607,Pune,West,WH-South,P1120,Electronics,1,4205.44,4205.44,192,191,8.65,1.15,Standard,204.32,439.2,4,7,Delayed,Standard,No,47.3,2026-03-01,3,9.8,No
ORD15321,2026-02-15,CUST5829,Chennai,South,WH-NCR,P1797,Furniture,1,10714.13,10714.13,197,196,5.7,2.22,Same Day,450.45,596.9,1,1,On Time,Standard,No,91.9,2026-02-01,0,7.92,No
ORD15322,2026-04-15,CUST1156,Kolkata,East,WH-South,P2687,Accessories,2,563.88,1127.76,97,95,6.46,2.33,Express,398.48,583.1,2,4,Delayed,Urgent,No,75.9,2026-04-01,2,8.79,No
ORD15323,2026-06-04,CUST2895,Lucknow,North,WH-North,P1874,Electronics,1,4413.31,4413.31,142,141,7.72,0.88,Standard,51.06,91.3,4,4,On Time,Standard,No,72.1,2026-06-01,0,8.6,No
ORD15324,2026-07-18,CUST1174,Chandigarh,North,WH-NCR,P1156,Books,3,349.03,1047.09,136,133,12.82,1.85,Standard,160.03,149.3,4,4,On Time,Standard,No,94.3,2026-07-01,0,14.67,No
ORD15325,2026-08-19,CUST4178,Bhubaneswar,East,WH-West,P1557,Books,1,524.96,524.96,160,159,7.08,2.07,Same Day,284.1,390.9,1,1,On Time,Urgent,No,65.2,2026-08-01,0,9.15,No
ORD15326,2026-02-03,CUST5344,Pune,West,WH-North,P1176,Toys,1,940.81,940.81,70,69,9.29,1.44,Standard,236.9,518.3,4,5,Delayed,Standard,No,82.7,2026-02-01,1,10.729999999999999,No
ORD15327,2026-05-17,CUST2604,Ranchi,East,WH-Central,P1544,Beauty,1,756.15,756.15,341,340,7.5,2.39,Standard,72.49,77.3,4,5,Delayed,Standard,No,100.0,2026-05-01,1,9.89,No
ORD15328,2026-03-17,CUST4344,Kolkata,East,WH-East,P1331,Sports,1,1756.65,1756.65,24,23,1.41,1.78,Standard,156.92,137.2,4,4,On Time,Urgent,Yes,87.6,2026-03-01,0,3.19,No
ORD15329,2026-05-25,CUST2004,Patna,East,WH-NCR,P1819,Grocery,1,530.52,530.52,114,113,8.36,3.59,Economy,165.76,295.5,6,8,Delayed,Standard,No,100.0,2026-05-01,2,11.95,No
ORD15330,2026-03-26,CUST4904,Bengaluru,South,WH-Central,P2288,Fashion,3,1926.4,5779.2,86,83,7.99,1.75,Express,383.13,645.3,2,5,Delayed,Standard,No,86.3,2026-03-01,3,9.74,No
ORD15331,2026-07-31,CUST3033,Kanpur,North,WH-South,P1771,Grocery,1,1212.07,1212.07,122,121,1.37,1.8,Standard,159.84,434.9,4,5,Delayed,Standard,No,61.7,2026-07-01,1,3.17,No
ORD15332,2026-02-21,CUST1952,Bengaluru,South,WH-West,P1986,Home & Kitchen,1,2380.2,2380.2,101,100,4.98,1.49,Standard,205.91,381.2,4,5,Delayed,Standard,No,76.9,2026-02-01,1,6.470000000000001,No
ORD15333,2026-01-07,CUST3634,Hyderabad,South,WH-NCR,P1198,Fashion,1,1085.29,1085.29,90,89,5.42,1.88,Express,240.93,393.5,2,2,On Time,Urgent,Yes,92.6,2026-01-01,0,7.3,No
ORD15334,2026-05-22,CUST1499,Jaipur,North,WH-North,P1593,Accessories,3,956.25,2868.75,66,63,6.82,2.04,Standard,111.03,148.6,4,3,On Time,High,No,81.4,2026-05-01,-1,8.86,No
ORD15335,2026-05-13,CUST1382,Kanpur,North,WH-South,P1730,Electronics,3,2730.93,8192.79,125,122,7.66,2.8,Express,325.68,480.4,2,5,Delayed,Standard,No,64.6,2026-05-01,3,10.46,No
ORD15336,2026-07-26,CUST3526,Bengaluru,South,WH-Central,P1113,Toys,1,883.84,883.84,289,288,10.5,1.03,Express,191.0,221.5,2,4,Delayed,Standard,No,86.0,2026-07-01,2,11.53,No
ORD15337,2026-01-07,CUST5328,Kolkata,East,WH-Central,P1603,Sports,1,1429.83,1429.83,70,69,10.39,2.7,Standard,196.92,442.2,4,6,Delayed,Standard,No,86.1,2026-01-01,2,13.09,No
ORD15338,2026-05-15,CUST1054,Ahmedabad,West,WH-West,P2344,Accessories,1,802.16,802.16,115,114,10.47,1.7,Standard,121.61,201.3,4,6,Delayed,Standard,No,55.9,2026-05-01,2,12.17,No
ORD15339,2026-01-18,CUST2164,Ahmedabad,West,WH-North,P1075,Accessories,2,1133.42,2266.84,49,47,9.81,2.62,Same Day,416.2,575.4,1,2,Delayed,Urgent,No,93.4,2026-01-01,1,12.43,No
ORD15340,2026-06-04,CUST4107,Delhi,North,WH-Central,P2701,Books,2,608.99,1217.98,163,161,9.27,3.03,Same Day,361.08,485.1,1,2,Delayed,Standard,No,86.5,2026-06-01,1,12.299999999999999,No
ORD15341,2026-07-31,CUST2500,Lucknow,North,WH-East,P2335,Electronics,2,2572.33,5144.66,225,223,5.1,1.85,Standard,230.41,503.5,4,5,Delayed,Standard,No,72.2,2026-07-01,1,6.949999999999999,No
ORD15342,2026-08-03,CUST4439,Kolkata,East,WH-East,P2329,Books,2,1564.78,3129.56,114,112,11.83,2.42,Express,244.85,204.0,2,3,Delayed,Urgent,No,82.1,2026-08-01,1,14.25,No
ORD15343,2026-05-07,CUST1365,Hyderabad,South,WH-NCR,P2705,Sports,1,1135.39,1135.39,157,156,6.73,1.44,Standard,198.56,341.2,4,6,Delayed,Standard,No,89.5,2026-05-01,2,8.17,No
ORD15344,2026-02-28,CUST4031,Ahmedabad,West,WH-NCR,P1320,Grocery,2,815.55,1631.1,81,79,5.59,1.84,Express,318.7,564.9,2,5,Delayed,Urgent,No,92.8,2026-02-01,3,7.43,No
ORD15345,2026-03-17,CUST1874,Pune,West,WH-South,P1191,Furniture,1,18131.44,18131.44,228,227,5.39,2.03,Economy,171.44,453.7,6,7,Delayed,Urgent,No,89.2,2026-03-01,1,7.42,No
ORD15346,2026-08-26,CUST2066,Mumbai,West,WH-NCR,P2325,Grocery,1,1022.39,1022.39,125,124,12.64,1.33,Economy,191.78,442.2,6,9,Delayed,Urgent,No,88.2,2026-08-01,3,13.97,No
ORD15347,2026-01-18,CUST4640,Jaipur,North,WH-East,P1388,Home & Kitchen,1,1395.33,1395.33,147,146,4.31,1.99,Express,273.53,471.0,2,3,Delayed,Standard,No,82.6,2026-01-01,1,6.3,No
ORD15348,2026-08-29,CUST4962,Bengaluru,South,WH-South,P2895,Electronics,2,3194.34,6388.68,220,218,8.57,1.97,Express,178.36,277.7,2,2,On Time,High,No,62.1,2026-08-01,0,10.540000000000001,No
ORD15349,2026-04-24,CUST4138,Patna,East,WH-NCR,P2086,Accessories,1,367.11,367.11,65,64,8.76,1.68,Express,188.43,371.8,2,4,Delayed,High,No,98.8,2026-04-01,2,10.44,No
ORD15350,2026-03-21,CUST5883,Hyderabad,South,WH-East,P1154,Grocery,1,1126.85,1126.85,38,37,4.86,2.78,Express,260.16,488.0,2,3,Delayed,Standard,No,67.1,2026-03-01,1,7.640000000000001,No
ORD15351,2026-02-26,CUST5498,Bengaluru,South,WH-East,P2658,Beauty,4,1129.53,4518.12,32,28,7.36,2.94,Express,329.44,471.7,2,3,Delayed,Standard,No,83.2,2026-02-01,1,10.3,No
ORD15352,2026-08-09,CUST2832,Chandigarh,North,WH-West,P1318,Books,5,504.83,2524.15,70,65,6.29,2.24,Standard,302.54,613.7,4,6,Delayed,Standard,No,51.9,2026-08-01,2,8.530000000000001,No
ORD15353,2026-07-16,CUST5662,Ahmedabad,West,WH-North,P1364,Beauty,3,971.53,2914.59,171,168,5.7,1.39,Standard,269.76,527.5,4,8,Delayed,Standard,No,95.8,2026-07-01,4,7.09,No
ORD15354,2026-05-12,CUST2610,Delhi,North,WH-East,P2447,Sports,2,1689.9,3379.8,92,90,3.06,1.18,Standard,167.51,311.6,4,5,Delayed,Urgent,No,86.7,2026-05-01,1,4.24,No
ORD15355,2026-02-28,CUST1032,Jaipur,North,WH-Central,P2021,Fashion,2,463.78,927.56,54,52,11.3,1.91,Standard,248.81,437.2,4,4,On Time,Urgent,No,72.3,2026-02-01,0,13.21,No
ORD15356,2026-08-14,CUST1598,Chandigarh,North,WH-West,P1886,Books,1,813.35,813.35,81,80,7.94,1.0,Express,280.52,451.9,2,2,On Time,Urgent,No,68.0,2026-08-01,0,8.940000000000001,No
ORD15357,2026-04-15,CUST5746,Kolkata,East,WH-North,P2381,Accessories,1,822.14,822.14,96,95,8.26,1.65,Express,303.27,517.5,2,3,Delayed,Standard,No,75.9,2026-04-01,1,9.91,No
ORD15358,2026-07-29,CUST2545,Ranchi,East,WH-East,P2111,Fashion,2,1294.35,2588.7,82,80,6.2,2.87,Standard,175.62,189.7,4,7,Delayed,Standard,No,88.1,2026-07-01,3,9.07,No
ORD15359,2026-03-13,CUST3790,Mumbai,West,WH-North,P1988,Toys,2,1783.4,3566.8,134,132,9.09,1.47,Express,260.74,521.6,2,4,Delayed,Standard,No,90.8,2026-03-01,2,10.56,No
ORD15360,2026-02-21,CUST2637,Kolkata,East,WH-South,P2791,Books,4,282.34,1129.36,251,247,6.13,2.09,Standard,269.38,478.6,4,7,Delayed,Standard,No,54.1,2026-02-01,3,8.219999999999999,No
ORD15361,2026-01-14,CUST3413,Chandigarh,North,WH-East,P2143,Beauty,1,571.68,571.68,91,90,7.03,1.79,Express,258.28,308.1,2,3,Delayed,High,No,81.3,2026-01-01,1,8.82,No
ORD15362,2026-03-24,CUST1141,Ranchi,East,WH-NCR,P2851,Electronics,1,5597.83,5597.83,59,58,4.54,1.62,Standard,151.98,399.9,4,5,Delayed,Urgent,No,98.5,2026-03-01,1,6.16,No
ORD15363,2026-06-10,CUST5662,Chandigarh,North,WH-NCR,P2973,Sports,1,1409.22,1409.22,31,30,4.25,2.51,Express,232.55,300.3,2,3,Delayed,Standard,No,95.2,2026-06-01,1,6.76,No
ORD15364,2026-03-22,CUST4237,Delhi,North,WH-North,P2606,Books,3,520.99,1562.97,195,192,7.07,2.88,Standard,239.59,466.2,4,4,On Time,Urgent,No,80.0,2026-03-01,0,9.95,No
ORD15365,2026-01-02,CUST4065,Ahmedabad,West,WH-West,P1446,Fashion,1,811.39,811.39,68,67,6.9,3.37,Express,239.66,298.8,2,3,Delayed,Standard,No,66.8,2026-01-01,1,10.27,No
ORD15366,2026-05-17,CUST2311,Bhubaneswar,East,WH-Central,P2583,Accessories,1,758.02,758.02,226,225,6.29,2.61,Standard,169.76,456.6,4,4,On Time,High,No,77.8,2026-05-01,0,8.9,No
ORD15367,2026-06-09,CUST1504,Patna,East,WH-East,P2345,Books,1,1010.6,1010.6,84,83,2.84,0.87,Standard,168.54,327.0,4,6,Delayed,High,No,70.7,2026-06-01,2,3.71,No
ORD15368,2026-04-27,CUST3631,Delhi,North,WH-East,P2994,Fashion,1,1310.66,1310.66,103,102,8.51,1.89,Express,343.52,556.0,2,4,Delayed,High,No,84.6,2026-04-01,2,10.4,No
ORD15369,2026-06-09,CUST4408,Lucknow,North,WH-West,P2422,Books,1,693.13,693.13,230,229,11.7,2.39,Express,283.52,571.0,2,5,Delayed,High,No,78.0,2026-06-01,3,14.09,No
ORD15370,2026-02-08,CUST2751,Bhubaneswar,East,WH-NCR,P1935,Accessories,2,721.41,1442.82,154,152,6.1,2.25,Standard,212.57,374.6,4,5,Delayed,High,No,96.2,2026-02-01,1,8.35,No
ORD15371,2026-03-29,CUST2733,Jaipur,North,WH-North,P2611,Grocery,2,1247.1,2494.2,41,39,6.86,2.42,Same Day,205.61,165.7,1,2,Delayed,Standard,No,82.9,2026-03-01,1,9.280000000000001,No
ORD15372,2026-02-16,CUST1854,Pune,West,WH-NCR,P1658,Fashion,2,1306.77,2613.54,217,215,7.87,3.79,Standard,243.32,458.7,4,6,Delayed,Standard,No,81.0,2026-02-01,2,11.66,No
ORD15373,2026-03-18,CUST5630,Mumbai,West,WH-East,P1744,Accessories,1,610.09,610.09,170,169,3.2,2.69,Express,275.98,395.3,2,4,Delayed,Urgent,No,77.3,2026-03-01,2,5.890000000000001,No
ORD15374,2026-05-27,CUST2029,Patna,East,WH-West,P2248,Grocery,2,817.29,1634.58,123,121,4.13,2.23,Express,347.41,601.5,2,2,On Time,Urgent,No,70.6,2026-05-01,0,6.359999999999999,No
ORD15375,2026-05-28,CUST4867,Ahmedabad,West,WH-NCR,P1627,Books,2,1263.64,2527.28,96,94,8.15,2.38,Standard,263.28,574.4,4,6,Delayed,Standard,No,79.6,2026-05-01,2,10.530000000000001,No
ORD15376,2026-08-16,CUST4247,Jaipur,North,WH-East,P2727,Accessories,2,693.97,1387.94,103,101,7.92,2.03,Standard,219.84,380.9,4,7,Delayed,Standard,No,77.9,2026-08-01,3,9.95,No
ORD15377,2026-03-20,CUST5298,Hyderabad,South,WH-North,P2688,Furniture,1,6093.16,6093.16,57,56,8.16,3.11,Express,292.27,571.4,2,5,Delayed,Standard,No,79.2,2026-03-01,3,11.27,No
ORD15378,2026-05-17,CUST5313,Ranchi,East,WH-South,P1729,Beauty,4,697.93,2791.72,141,137,2.57,1.69,Standard,262.32,426.6,4,5,Delayed,Standard,No,66.2,2026-05-01,1,4.26,No
ORD15379,2026-07-25,CUST4169,Hyderabad,South,WH-West,P2959,Grocery,1,620.42,620.42,79,78,6.11,2.38,Express,343.79,605.6,2,4,Delayed,Standard,No,55.4,2026-07-01,2,8.49,No
ORD15380,2026-03-03,CUST4376,Bengaluru,South,WH-NCR,P2360,Sports,1,1569.58,1569.58,98,97,5.95,2.09,Standard,241.89,562.9,4,4,On Time,Standard,No,93.2,2026-03-01,0,8.04,No
ORD15381,2026-05-11,CUST2419,Pune,West,WH-South,P2895,Books,1,346.03,346.03,64,63,9.97,1.97,Standard,166.45,374.7,4,5,Delayed,Standard,No,72.5,2026-05-01,1,11.940000000000001,No
ORD15382,2026-02-25,CUST2291,Patna,East,WH-North,P2163,Home & Kitchen,1,1486.25,1486.25,92,91,6.62,3.16,Standard,257.89,567.0,4,6,Delayed,Standard,No,89.9,2026-02-01,2,9.780000000000001,No
ORD15383,2026-03-26,CUST5415,Chennai,South,WH-West,P1534,Beauty,1,739.76,739.76,110,109,11.34,1.91,Standard,136.26,426.1,4,5,Delayed,Urgent,No,74.3,2026-03-01,1,13.25,No
ORD15384,2026-08-27,CUST5321,Chennai,South,WH-Central,P1932,Home & Kitchen,2,2643.39,5286.78,121,119,0.5,2.93,Express,231.08,322.5,2,2,On Time,Standard,No,78.3,2026-08-01,0,3.43,No
ORD15385,2026-05-10,CUST3557,Pune,West,WH-North,P1103,Toys,2,1309.26,2618.52,119,117,5.49,2.57,Economy,187.26,431.5,6,10,Delayed,High,No,73.8,2026-05-01,4,8.06,No
ORD15386,2026-06-29,CUST5066,Hyderabad,South,WH-South,P2064,Books,1,312.99,312.99,85,84,9.7,3.23,Standard,133.01,178.3,4,7,Delayed,Standard,No,72.5,2026-06-01,3,12.93,No
